,fecha,hora,edad,genero,barrio,pregunta_1,pregunta_2,pregunta_3,pregunta_4,pregunta_5,pregunta_6,pregunta_7,pregunta_8,pregunta_9,pregunta_10,pregunta_11,pregunta_12,pregunta_13,barrio_completo,poblacion_por_barrio
1672,2018-10-28,03:45:00,17,Mujer,Otro,A,A,A,B,B,B,C,B,B,C,A,B,C,Floresta,37575
1673,2018-10-28,02:34:00,36,Mujer,Almagro,B,C,C,B,B,A,C,C,B,C,B,C,C,Almagro,131699
1674,2018-10-27,20:22:00,13,Mujer,Almagro,A,A,A,A,A,A,A,A,A,A,A,A,A,Almagro,131699
1675,2018-10-27,20:07:00,17,Mujer,Villa pueyrredon,C,C,C,C,C,C,C,C,C,C,C,C,C,Villa pueyrredon,39654
1676,2018-10-27,17:21:00,20,Mujer,Parque patricios,A,C,A,A,A,A,B,A,A,A,A,A,A,Parque patricios,40985
1677,2018-10-27,16:21:00,28,Mujer,Otro,B,C,B,B,B,B,C,C,B,B,B,B,C,Saavedra,50295
1678,2018-10-27,16:14:00,34,Mujer,Colegiales,C,C,C,B,C,C,C,B,B,B,A,C,B,Colegiales,52551
1679,2018-10-27,15:18:00,25,Hombre,Belgrano,A,A,A,A,A,A,A,A,A,A,A,A,A,Belgrano,126267
1680,2018-10-27,13:47:00,18,Hombre,Flores,B,C,B,C,C,B,C,C,B,C,C,B,B,Flores,164310
1681,2018-10-27,13:31:00,65,Mujer,Liniers,A,C,B,A,A,A,B,A,B,C,C,B,B,Liniers,44132
1682,2018-10-27,08:37:00,16,Mujer,Palermo,B,C,B,C,A,A,B,B,C,C,B,A,B,Palermo,226534
1683,2018-10-27,06:04:00,24,Hombre,Otro,C,C,C,B,C,C,C,C,C,C,C,C,C,San nicolas,29273
1684,2018-10-27,05:52:00,20,Mujer,Otro,B,C,B,B,B,B,C,C,B,B,A,C,B,Villa real,13419
1685,2018-10-27,01:12:00,37,Mujer,Otro,B,B,C,B,A,B,A,B,B,B,B,B,B,Liniers,44132
1686,2018-10-26,16:07:00,35,Mujer,Colegiales,C,C,C,B,C,C,C,B,B,C,A,C,B,Colegiales,52551
1687,2018-10-25,21:03:00,16,Mujer,Almagro,C,A,C,A,A,C,C,C,B,C,A,A,B,Almagro,131699
1688,2018-10-25,00:25:00,19,Mujer,Balvanera,B,C,B,C,B,C,C,C,C,C,C,C,C,Balvanera,138926
1689,2018-10-24,19:30:00,22,Mujer,Otro,A,C,B,C,C,B,C,B,B,B,B,C,B,Villa crespo,81959
1690,2018-10-24,18:43:00,30,Mujer,Otro,A,C,C,B,B,B,C,C,C,C,B,C,B,Constitucion,44107
1691,2018-10-24,18:10:00,21,Mujer,Agronomia,A,A,A,A,A,A,A,A,A,A,A,A,A,Agronomia,13912
1692,2018-10-24,16:57:00,24,Mujer,Otro,C,C,C,C,C,C,C,C,C,C,C,C,C,Retiro,65413
1693,2018-10-24,13:56:00,19,Hombre,Otro,A,C,C,C,C,B,B,C,C,C,C,C,C,Balvanera,138926
1694,2018-10-24,13:45:00,17,Mujer,Otro,B,C,C,B,C,C,C,C,C,C,C,C,C,Boedo,47306
1695,2018-10-24,12:07:00,29,Hombre,Parque chacabuco,C,C,C,C,B,B,B,B,C,C,C,B,C,Parque chacabuco,56281
1696,2018-10-24,11:29:00,29,Mujer,Recoleta,C,C,C,C,C,C,C,C,C,C,C,C,C,Recoleta,157932
1697,2018-10-24,01:37:00,18,Mujer,Palermo,A,C,B,A,B,C,C,C,C,C,A,B,C,Palermo,226534
1698,2018-10-23,18:29:00,15,Mujer,Otro,B,A,B,B,C,B,B,A,A,C,A,A,C,San telmo,20453
1699,2018-10-23,10:30:00,17,Mujer,Otro,B,B,C,B,B,C,C,A,A,A,A,A,C,Velez sarsfield,35081
1700,2018-10-23,04:04:00,27,Mujer,Parque chacabuco,B,C,B,A,A,A,A,A,A,A,A,B,A,Parque chacabuco,56281
1701,2018-10-23,01:01:00,18,Hombre,Otro,A,A,A,B,A,A,B,C,C,C,A,A,C,Boca,45113
1702,2018-10-22,20:34:00,53,Mujer,Otro,C,C,C,C,C,C,C,C,C,C,C,C,C,Monserrat,39914
1703,2018-10-22,18:13:00,46,Mujer,Otro,A,A,A,A,A,A,A,A,A,A,A,A,A,Villa soldati,46779
1704,2018-10-22,17:49:00,23,Otro,Parque patricios,B,A,A,B,A,B,B,B,C,B,A,C,A,Parque patricios,40985
1705,2018-10-22,15:10:00,23,Hombre,Barracas,A,A,A,A,A,A,A,A,A,A,A,A,A,Barracas,89452
1706,2018-10-22,11:30:00,23,Mujer,Almagro,C,C,C,C,B,C,B,C,C,C,C,C,C,Almagro,131699
1707,2018-10-22,10:42:00,27,Mujer,Villa crespo,B,B,B,C,A,C,C,C,C,C,C,B,C,Villa crespo,81959
1708,2018-10-22,10:40:00,28,Mujer,Parque patricios,C,C,C,C,C,C,C,C,C,C,C,B,C,Parque patricios,40985
1709,2018-10-22,06:33:00,27,Mujer,Almagro,B,B,C,B,A,A,A,A,A,B,B,B,B,Almagro,131699
1710,2018-10-22,03:43:00,21,Hombre,Balvanera,C,C,C,C,C,B,B,A,C,A,C,A,C,Balvanera,138926
1711,2018-10-22,00:15:00,30,Mujer,Balvanera,C,C,C,C,C,C,C,C,C,C,C,C,A,Balvanera,138926
1712,2018-10-22,00:14:00,20,Hombre,Agronomia,B,A,B,B,B,B,C,B,B,B,B,B,A,Agronomia,13912
1713,2018-10-22,00:12:00,18,Mujer,Agronomia,A,A,A,A,A,A,A,A,A,A,A,A,A,Agronomia,13912
1714,2018-10-21,23:16:00,15,Mujer,Almagro,B,B,B,B,B,B,B,B,B,B,B,B,B,Almagro,131699
1715,2018-10-21,23:14:00,16,Mujer,Liniers,B,B,B,B,B,B,B,B,B,C,B,B,B,Liniers,44132
1716,2018-10-21,22:42:00,20,Mujer,Otro,B,B,B,A,C,C,A,A,B,C,C,C,C,Retiro,65413
1717,2018-10-21,22:29:00,16,Hombre,Caballito,B,C,B,B,A,B,B,A,A,A,A,A,A,Caballito,176076
1718,2018-10-20,19:21:00,20,Mujer,Almagro,B,C,C,C,C,B,C,C,C,C,B,C,C,Almagro,131699
1719,2018-10-20,11:39:00,46,Mujer,Otro,A,B,B,A,B,A,B,A,B,B,A,A,B,Villa crespo,81959
1720,2018-10-19,21:05:00,27,Hombre,Otro,A,A,A,B,B,A,C,C,C,C,A,C,C,Liniers,44132
1721,2018-10-19,20:58:00,23,Mujer,Otro,B,C,C,B,C,B,B,B,C,C,C,B,C,Liniers,44132
1722,2018-10-19,16:17:00,21,Mujer,Otro,C,C,B,B,B,C,C,C,C,C,A,C,C,Saavedra,50295
1723,2018-10-19,15:37:00,29,Mujer,Almagro,B,C,C,B,C,A,B,A,A,C,B,A,C,Almagro,131699
1724,2018-10-19,09:38:00,16,Mujer,Caballito,B,C,C,C,C,B,B,B,B,C,B,B,A,Caballito,176076
1725,2018-10-18,18:27:00,30,Mujer,Balvanera,B,C,A,A,A,C,C,A,B,C,B,C,C,Balvanera,138926
1726,2018-10-18,18:20:00,17,Mujer,Otro,C,C,B,B,B,B,B,C,C,B,A,C,A,Chacarita,27761
1727,2018-10-18,00:42:00,32,Mujer,La boca,A,C,B,A,A,C,C,B,B,A,A,C,C,Boca,45113
1728,2018-10-17,16:01:00,19,Mujer,Almagro,A,B,C,A,A,A,A,A,A,A,A,A,A,Almagro,131699
1729,2018-10-17,15:16:00,18,Mujer,Saavedra,B,A,C,A,A,C,B,A,A,A,C,C,C,Saavedra,50295
1730,2018-10-17,11:52:00,31,Mujer,Palermo,B,C,C,B,B,B,C,C,C,C,B,B,C,Palermo,226534
1731,2018-10-17,09:11:00,23,Mujer,Barracas,C,C,C,C,C,C,C,C,C,C,C,C,C,Barracas,89452
1732,2018-10-17,02:31:00,23,Mujer,Belgrano,A,C,A,A,A,A,A,B,C,B,A,C,C,Belgrano,126267
1733,2018-10-16,23:39:00,25,Mujer,San telmo,B,B,B,A,B,B,B,B,B,C,B,A,A,San telmo,20453
1734,2018-10-16,20:25:00,26,Mujer,Almagro,B,A,C,A,B,B,B,B,B,B,A,B,C,Almagro,131699
1735,2018-10-16,18:58:00,18,Mujer,Villa lugano,C,C,C,C,C,C,C,C,C,C,C,B,C,Villa lugano,126374
1736,2018-10-16,18:21:00,29,Mujer,Belgrano,C,A,B,B,C,B,C,B,B,A,A,B,B,Belgrano,126267
1737,2018-10-16,14:19:00,22,Mujer,Palermo,C,C,C,C,B,B,C,C,C,C,C,C,C,Palermo,226534
1738,2018-10-16,12:39:00,24,Mujer,Otro,B,C,C,A,B,B,B,C,B,C,A,C,C,Nunez,51949
1739,2018-10-15,16:54:00,26,Mujer,Otro,A,C,B,C,C,C,C,C,C,C,C,C,C,Villa gral. mitre,34713
1740,2018-10-15,16:23:00,14,Mujer,Retiro,A,A,A,A,A,A,A,A,C,C,B,A,C,Retiro,65413
1741,2018-10-15,14:24:00,43,Mujer,Colegiales,B,C,B,A,B,B,C,A,B,C,B,B,C,Colegiales,52551
1742,2018-10-15,13:33:00,43,Mujer,Colegiales,A,A,A,A,B,B,C,B,A,B,A,A,B,Colegiales,52551
1743,2018-10-15,13:16:00,24,Mujer,Villa del parque,B,C,C,B,C,B,C,B,C,C,C,C,C,Villa del parque,55273
1744,2018-10-15,09:40:00,16,Mujer,Otro,A,A,B,B,A,A,A,C,C,C,C,C,B,San nicolas,29273
1745,2018-10-14,21:13:00,27,Mujer,Otro,B,A,B,A,C,B,B,B,B,B,C,C,C,Villa lugano,126374
1746,2018-10-14,18:28:00,22,Hombre,Villa devoto,C,C,C,A,A,A,A,A,A,A,A,A,A,Villa devoto,66521
1747,2018-10-14,12:09:00,21,Hombre,Balvanera,B,C,B,A,B,A,C,B,B,C,A,A,C,Balvanera,138926
1748,2018-10-13,15:38:00,23,Mujer,Otro,B,C,B,B,B,A,C,B,C,C,B,B,C,Paternal,19717
1749,2018-10-13,12:54:00,24,Mujer,Otro,B,C,C,B,C,A,A,C,C,C,C,C,B,Villa urquiza,91563
1750,2018-10-13,11:39:00,19,Mujer,Otro,C,C,C,C,C,C,C,C,C,C,A,B,C,Palermo,226534
1751,2018-10-13,00:54:00,25,Mujer,Otro,A,B,A,B,B,B,C,C,B,B,B,A,C,Nueva pompeya,42695
1752,2018-10-13,00:52:00,25,Mujer,Balvanera,A,A,A,A,A,A,A,A,A,A,A,A,A,Balvanera,138926
1753,2018-10-12,21:43:00,25,Mujer,Otro,A,B,A,A,B,B,C,C,B,B,B,A,C,Barracas,89452
1754,2018-10-12,20:34:00,25,Mujer,Otro,C,C,B,B,C,C,C,B,B,C,C,C,B,Recoleta,157932
1755,2018-10-12,19:55:00,30,Mujer,Otro,C,C,C,A,B,A,A,A,A,C,C,C,C,Parque chas,17489
1756,2018-10-12,16:44:00,22,Mujer,Otro,B,A,B,B,B,B,C,C,C,C,C,B,C,Nueva pompeya,42695
1757,2018-10-12,13:41:00,20,Mujer,Almagro,A,B,A,B,B,C,C,C,C,C,B,C,C,Almagro,131699
1758,2018-10-12,13:19:00,20,Hombre,Flores,B,A,A,B,B,B,C,C,C,C,C,B,C,Flores,164310
1759,2018-10-12,13:04:00,29,Mujer,Retiro,B,C,C,C,B,B,A,B,C,B,C,C,C,Retiro,65413
1760,2018-10-12,12:19:00,19,Mujer,Otro,B,A,A,B,C,B,B,B,C,C,C,B,C,Mataderos,64436
1761,2018-10-12,12:13:00,48,Hombre,Caballito,C,C,C,C,C,C,B,B,C,C,B,C,C,Caballito,176076
1762,2018-10-12,08:56:00,17,Mujer,Balvanera,B,A,A,A,A,B,B,B,B,C,C,A,C,Balvanera,138926
1763,2018-10-12,03:36:00,26,Mujer,Otro,A,B,A,A,B,B,B,B,C,C,C,A,B,Monte castro,33623
1764,2018-10-12,01:45:00,23,Mujer,Otro,B,B,A,A,B,B,B,A,A,B,B,B,B,Villa soldati,46779
1765,2018-10-11,21:51:00,44,Mujer,Otro,C,A,C,C,C,C,C,C,C,C,C,C,C,Monserrat,39914
1766,2018-10-11,12:58:00,19,Mujer,Otro,C,C,C,C,C,C,C,C,C,C,C,C,C,Retiro,65413
1767,2018-10-11,00:51:00,21,Hombre,Otro,B,C,C,C,C,C,B,C,C,C,C,C,C,Flores,164310
1768,2018-10-10,23:48:00,16,Mujer,Otro,B,C,B,A,C,B,A,B,C,C,A,A,A,Villa ortuzar,21736
1769,2018-10-10,16:03:00,17,Mujer,Otro,A,A,A,A,B,B,B,C,C,B,A,B,C,Boedo,47306
1770,2018-10-10,16:02:00,32,Mujer,San cristobal,B,B,A,A,A,A,B,B,B,C,B,B,A,San cristobal,48611
1771,2018-10-10,13:35:00,35,Mujer,Boedo,C,C,C,B,C,C,C,C,C,C,C,C,C,Boedo,47306
1772,2018-10-10,11:33:00,22,Mujer,Almagro,B,C,B,C,C,C,C,C,C,C,C,B,C,Almagro,131699
1773,2018-10-10,10:19:00,28,Mujer,Parque chacabuco,C,C,C,C,B,C,C,C,C,C,C,C,C,Parque chacabuco,56281
1774,2018-10-09,19:29:00,21,Mujer,Nueva pompeya,A,B,B,A,B,C,B,C,C,C,A,A,B,Nueva pompeya,42695
1775,2018-10-09,19:16:00,24,Mujer,Balvanera,C,C,C,C,C,C,C,C,C,C,C,C,C,Balvanera,138926
1776,2018-10-09,15:07:00,35,Mujer,Agronomia,C,C,B,B,A,C,A,C,B,C,C,B,C,Agronomia,13912
1777,2018-10-09,15:03:00,35,Hombre,Balvanera,B,B,C,A,A,A,C,C,B,C,C,C,C,Balvanera,138926
1778,2018-10-09,14:40:00,33,Mujer,Otro,C,B,A,A,B,A,C,A,B,B,A,A,C,Villa luro,32502
1779,2018-10-09,12:58:00,20,Mujer,Almagro,C,C,C,C,C,B,C,B,C,C,C,C,C,Almagro,131699
1780,2018-10-09,12:02:00,18,Mujer,Almagro,A,A,A,B,B,B,B,A,B,B,B,A,A,Almagro,131699
1781,2018-10-09,09:39:00,2,Hombre,Balvanera,A,A,A,A,A,A,A,B,B,B,A,A,B,Balvanera,138926
1782,2018-10-09,09:16:00,22,Mujer,Balvanera,A,A,A,B,B,B,A,A,A,A,B,C,C,Balvanera,138926
1783,2018-10-08,14:37:00,19,Mujer,Palermo,C,C,C,C,B,A,B,A,A,C,B,C,C,Palermo,226534
1784,2018-10-08,14:36:00,30,Mujer,Agronomia,B,C,B,A,C,C,C,B,B,B,B,C,C,Agronomia,13912
1785,2018-10-08,14:30:00,50,Mujer,Montserrat,C,C,C,C,C,C,C,C,C,C,C,C,C,Monserrat,39914
1786,2018-10-08,14:24:00,26,Mujer,Balvanera,B,C,B,A,C,B,C,C,C,C,C,B,C,Balvanera,138926
1787,2018-10-08,12:01:00,37,Mujer,Liniers,C,C,B,B,B,B,B,C,B,C,B,B,B,Liniers,44132
1788,2018-10-08,11:47:00,24,Mujer,Otro,A,A,B,B,B,A,C,B,C,C,A,C,C,Villa luro,32502
1789,2018-10-08,02:07:00,35,Mujer,Flores,B,A,B,A,A,B,B,B,A,B,C,C,B,Flores,164310
1790,2018-10-08,00:15:00,21,Mujer,Otro,B,C,B,B,A,B,C,C,C,C,A,B,C,Retiro,65413
1791,2018-10-07,22:53:00,35,Hombre,Belgrano,C,C,C,B,C,B,C,B,B,C,C,C,C,Belgrano,126267
1792,2018-10-07,21:39:00,20,Mujer,Villa real,B,C,C,A,A,A,C,C,C,C,A,B,C,Villa real,13419
1793,2018-10-07,20:56:00,22,Mujer,Agronomia,B,C,C,B,C,C,C,C,C,C,C,B,C,Agronomia,13912
1794,2018-10-07,16:18:00,26,Mujer,Otro,B,B,B,A,B,B,C,A,A,C,A,C,B,Saavedra,50295
1795,2018-10-07,11:59:00,37,Mujer,Otro,A,B,B,B,A,A,B,B,B,C,B,B,C,Villa del parque,55273
1796,2018-10-06,22:27:00,26,Mujer,Barracas,C,C,C,C,C,B,C,B,B,C,B,C,A,Barracas,89452
1797,2018-10-06,14:36:00,16,Mujer,Agronomia,C,A,C,C,C,C,C,C,C,C,C,C,C,Agronomia,13912
1798,2018-10-06,09:33:00,26,Mujer,Otro,C,B,C,B,C,C,C,B,C,C,B,C,C,Villa santa rita,33325
1799,2018-10-06,07:18:00,42,Mujer,Constitucion,B,B,A,B,C,C,C,C,C,B,B,B,C,Constitucion,44107
1800,2018-10-06,01:23:00,27,Mujer,Otro,C,C,C,C,B,C,C,C,C,C,C,C,C,Flores,164310
1801,2018-10-05,17:15:00,18,Mujer,San telmo,A,A,A,B,C,A,A,C,C,C,A,B,C,San telmo,20453
1802,2018-10-05,15:42:00,48,Mujer,Otro,B,C,C,B,B,B,C,C,C,C,C,C,C,Villa santa rita,33325
1803,2018-10-05,15:30:00,46,Mujer,Palermo,B,B,B,A,B,B,B,B,B,C,C,B,C,Palermo,226534
1804,2018-10-05,10:59:00,39,Mujer,Otro,B,A,B,C,B,C,A,B,A,B,C,A,A,Colegiales,52551
1805,2018-10-05,00:50:00,28,Mujer,Otro,C,C,B,A,C,B,B,B,B,C,B,B,C,Caballito,176076
1806,2018-10-04,23:04:00,23,Mujer,Otro,C,C,C,C,C,B,C,C,C,C,C,C,C,Villa santa rita,33325
1807,2018-10-04,23:02:00,21,Hombre,Otro,C,B,C,B,C,C,C,C,B,C,C,A,B,Monte castro,33623
1808,2018-10-04,18:33:00,16,Mujer,Almagro,B,B,C,B,A,A,A,A,A,A,A,A,A,Almagro,131699
1809,2018-10-04,08:21:00,22,Mujer,Belgrano,C,C,C,C,C,B,C,A,C,C,A,B,B,Belgrano,126267
1810,2018-10-03,20:59:00,25,Mujer,Retiro,B,B,A,A,C,B,B,B,C,C,C,C,C,Retiro,65413
1811,2018-10-03,19:59:00,29,Hombre,Recoleta,B,C,B,B,B,C,A,B,B,C,C,B,C,Recoleta,157932
1812,2018-10-03,18:14:00,22,Mujer,Otro,A,A,A,A,A,A,A,A,A,A,A,A,A,Villa lugano,126374
1813,2018-10-03,18:11:00,24,Mujer,Otro,A,A,A,B,B,B,B,B,B,B,B,A,B,Caballito,176076
1814,2018-10-03,18:04:00,31,Hombre,Liniers,B,C,C,C,C,B,C,C,C,C,C,B,C,Liniers,44132
1815,2018-10-03,12:14:00,28,Mujer,Belgrano,C,C,C,B,C,B,B,C,C,C,C,C,C,Belgrano,126267
1816,2018-10-03,11:50:00,29,Mujer,Palermo,B,C,C,C,B,C,C,C,C,C,C,C,C,Palermo,226534
1817,2018-10-03,11:07:00,38,Mujer,Otro,A,A,B,B,B,B,C,B,C,B,B,A,B,Villa ortuzar,21736
1818,2018-10-03,02:44:00,27,Mujer,Liniers,A,B,A,B,A,C,B,B,B,A,B,A,A,Liniers,44132
1819,2018-10-03,01:34:00,25,Mujer,Otro,B,C,B,B,C,A,C,B,B,A,A,B,C,Villa devoto,66521
1820,2018-10-02,23:17:00,38,Mujer,La paternal,B,A,B,B,B,B,A,B,B,C,B,A,C,Paternal,19717
1821,2018-10-02,22:06:00,29,Hombre,Otro,A,C,B,A,C,B,C,B,C,B,C,C,C,Coghlan,18604
1822,2018-10-02,15:26:00,24,Mujer,Otro,C,B,A,B,C,B,B,B,C,C,A,A,A,Liniers,44132
1823,2018-10-02,00:01:00,35,Mujer,Flores,A,A,A,A,A,A,C,B,C,C,B,A,B,Flores,164310
1824,2018-10-01,15:26:00,19,Mujer,Montserrat,C,C,C,A,C,A,C,B,C,C,C,C,C,Monserrat,39914
1825,2018-10-01,14:52:00,19,Mujer,Montserrat,A,A,A,A,B,A,B,C,B,C,B,C,C,Monserrat,39914
1826,2018-10-01,14:18:00,20,Mujer,Otro,A,B,C,B,B,A,C,C,C,C,A,C,C,Parque patricios,40985
1827,2018-10-01,13:40:00,15,Otro,La boca,B,C,B,A,B,A,B,B,B,C,B,C,B,Boca,45113
1828,2018-10-01,09:03:00,21,Mujer,Otro,B,B,B,A,C,A,C,B,A,C,C,A,C,Villa real,13419
1829,2018-10-01,05:01:00,54,Mujer,Otro,A,A,A,A,A,A,B,B,B,A,A,B,B,Velez sarsfield,35081
1830,2018-10-01,02:22:00,20,Mujer,Otro,B,B,A,A,B,B,C,B,C,A,C,C,B,Villa del parque,55273
1831,2018-09-30,19:56:00,21,Hombre,Flores,C,B,B,A,A,A,A,A,A,A,A,A,C,Flores,164310
1832,2018-09-30,17:17:00,37,Mujer,Belgrano,C,C,C,C,B,C,C,C,C,C,C,C,C,Belgrano,126267
1833,2018-09-30,02:40:00,35,Mujer,Almagro,A,A,A,A,A,A,B,B,B,B,A,A,B,Almagro,131699
1834,2018-09-30,01:49:00,18,Mujer,Flores,B,A,B,B,C,B,B,C,C,C,A,C,B,Flores,164310
1835,2018-09-29,18:34:00,33,Mujer,La boca,C,C,C,A,B,B,C,B,A,B,A,C,C,Boca,45113
1836,2018-09-29,13:25:00,16,Mujer,Almagro,B,B,A,A,A,A,A,A,A,A,A,A,C,Almagro,131699
1837,2018-09-29,08:54:00,18,Mujer,Barracas,A,A,B,B,B,B,B,A,B,C,C,B,B,Barracas,89452
1838,2018-09-28,21:24:00,14,Mujer,Agronomia,B,B,B,B,B,B,C,C,C,C,C,C,C,Agronomia,13912
1839,2018-09-28,21:20:00,37,Mujer,Caballito,C,A,A,A,A,A,A,A,A,A,A,A,A,Caballito,176076
1840,2018-09-28,20:58:00,37,Mujer,Parque chacabuco,B,B,C,B,C,B,B,B,C,C,C,C,C,Parque chacabuco,56281
1841,2018-09-28,16:03:00,16,Mujer,Otro,A,A,B,B,A,A,A,C,C,C,C,B,B,Mataderos,64436
1842,2018-09-28,16:01:00,16,Mujer,Otro,A,B,B,B,A,A,A,C,C,C,C,C,B,Villa riachuelo,14084
1843,2018-09-28,13:48:00,22,Mujer,Otro,B,C,C,C,C,C,C,C,C,C,C,C,C,Balvanera,138926
1844,2018-09-28,12:09:00,23,Mujer,Almagro,B,C,C,C,B,B,C,C,C,C,C,B,C,Almagro,131699
1845,2018-09-28,12:04:00,36,Hombre,Caballito,A,A,A,A,A,A,A,A,A,A,A,A,A,Caballito,176076
1846,2018-09-28,01:38:00,25,Mujer,Parque chas,B,B,B,B,B,B,B,C,C,C,A,B,C,Parque chas,17489
1847,2018-09-28,00:46:00,35,Mujer,Villa urquiza,C,B,B,A,C,B,C,A,C,B,A,B,B,Villa urquiza,91563
1848,2018-09-27,20:54:00,22,Mujer,Villa lugano,C,C,C,C,C,C,C,C,C,C,A,B,C,Villa lugano,126374
1849,2018-09-27,20:19:00,21,Mujer,Otro,B,B,C,C,B,B,C,C,B,C,C,C,C,Villa lugano,126374
1850,2018-09-27,20:04:00,17,Mujer,Otro,A,A,B,B,A,A,C,B,A,C,B,C,C,Floresta,37575
1851,2018-09-27,19:54:00,23,Mujer,Otro,B,B,B,C,A,A,B,B,C,C,A,A,B,San cristobal,48611
1852,2018-09-27,19:36:00,22,Mujer,Otro,A,C,C,C,C,B,C,C,C,C,C,B,C,Retiro,65413
1853,2018-09-27,17:48:00,25,Mujer,Balvanera,B,C,A,B,B,C,B,B,C,B,C,A,C,Balvanera,138926
1854,2018-09-27,16:22:00,31,Mujer,Otro,A,B,A,A,A,B,B,B,B,B,A,B,B,Coghlan,18604
1855,2018-09-27,14:04:00,22,Hombre,Almagro,B,B,A,B,B,B,A,B,C,C,B,C,B,Almagro,131699
1856,2018-09-27,08:55:00,19,Mujer,Belgrano,C,C,B,B,C,A,C,C,C,C,A,A,C,Belgrano,126267
1857,2018-09-27,00:45:00,24,Mujer,Otro,B,C,B,C,C,B,C,C,C,C,C,A,B,Villa devoto,66521
1858,2018-09-26,12:24:00,21,Mujer,Otro,C,C,C,C,C,C,C,C,C,C,C,C,C,Villa gral. mitre,34713
1859,2018-09-26,06:54:00,20,Mujer,Almagro,B,B,A,A,C,B,B,A,A,B,A,A,B,Almagro,131699
1860,2018-09-25,21:22:00,29,Hombre,Otro,B,B,C,B,C,C,B,B,B,C,A,C,C,Villa urquiza,91563
1861,2018-09-25,21:19:00,29,Mujer,Otro,C,C,C,B,C,B,B,C,C,B,A,C,C,Villa real,13419
1862,2018-09-25,17:52:00,47,Mujer,Flores,C,A,B,B,B,C,A,B,C,C,B,B,B,Flores,164310
1863,2018-09-25,17:28:00,25,Mujer,Palermo,A,A,A,A,A,A,A,C,C,A,B,A,B,Palermo,226534
1864,2018-09-25,16:25:00,25,Mujer,Barracas,B,C,C,B,C,B,B,B,C,C,C,B,C,Barracas,89452
1865,2018-09-25,15:40:00,19,Mujer,Otro,B,A,A,B,C,B,B,A,B,C,A,A,C,Velez sarsfield,35081
1866,2018-09-25,13:39:00,24,Mujer,Barracas,C,C,C,C,C,C,C,A,C,C,C,C,C,Barracas,89452
1867,2018-09-25,10:21:00,29,Mujer,Otro,A,A,B,A,A,A,A,A,A,A,A,A,A,Monte castro,33623
1868,2018-09-25,01:07:00,29,Mujer,Otro,B,C,C,B,B,A,B,B,B,B,A,B,A,Constitucion,44107
1869,2018-09-25,01:02:00,29,Mujer,Otro,B,C,C,B,B,A,B,A,B,A,A,A,A,Agronomia,13912
1870,2018-09-24,23:27:00,21,Mujer,Otro,B,C,B,B,C,B,B,B,C,C,A,B,C,Recoleta,157932
1871,2018-09-24,19:29:00,29,Mujer,Otro,B,B,B,B,A,A,A,B,B,C,C,B,B,Villa soldati,46779
1872,2018-09-24,13:39:00,20,Mujer,Nunez,B,A,A,B,B,C,C,B,B,C,B,B,B,Nunez,51949
1873,2018-09-24,13:32:00,17,Mujer,Saavedra,B,C,A,B,B,B,A,B,A,B,C,A,A,Saavedra,50295
1874,2018-09-24,07:47:00,17,Mujer,Otro,B,B,B,C,C,B,B,C,C,C,A,C,C,Monserrat,39914
1875,2018-09-24,03:22:00,21,Hombre,Almagro,A,A,A,A,A,A,A,A,A,A,A,A,A,Almagro,131699
1876,2018-09-24,02:15:00,25,Mujer,Otro,A,A,A,A,B,A,C,B,A,C,B,A,B,Coghlan,18604
1877,2018-09-24,00:26:00,34,Mujer,Almagro,B,C,B,C,C,B,C,C,C,C,C,C,C,Almagro,131699
1878,2018-09-23,09:10:00,16,Mujer,Otro,A,B,A,B,A,B,A,C,C,C,C,B,B,Barracas,89452
1879,2018-09-23,00:33:00,21,Mujer,Otro,B,A,A,A,A,A,A,A,A,A,A,B,A,Recoleta,157932
1880,2018-09-22,16:00:00,25,Mujer,Otro,C,C,C,A,C,C,C,A,C,C,A,C,A,Nueva pompeya,42695
1881,2018-09-22,02:53:00,34,Mujer,Villa urquiza,C,C,C,C,C,C,C,C,C,C,C,C,C,Villa urquiza,91563
1882,2018-09-21,23:23:00,22,Mujer,Villa luro,B,C,C,B,C,A,C,C,C,B,A,C,C,Villa luro,32502
1883,2018-09-21,19:58:00,17,Mujer,Otro,C,C,C,C,C,C,C,C,C,C,C,C,C,Flores,164310
1884,2018-09-21,02:58:00,25,Hombre,Liniers,C,B,C,C,C,B,C,C,B,C,C,C,C,Liniers,44132
1885,2018-09-21,02:19:00,25,Hombre,Otro,A,C,B,B,B,B,A,C,B,C,B,A,C,Villa devoto,66521
1886,2018-09-20,20:00:00,22,Mujer,Villa riachuelo,A,B,C,C,B,B,B,C,C,B,C,C,C,Villa riachuelo,14084
1887,2018-09-20,19:15:00,42,Mujer,Otro,B,C,A,A,B,C,C,C,B,C,C,B,C,Parque chas,17489
1888,2018-09-20,14:11:00,18,Mujer,Boedo,A,B,B,C,B,B,A,A,B,C,B,A,B,Boedo,47306
1889,2018-09-20,12:27:00,23,Hombre,Otro,B,C,B,A,A,A,C,B,C,C,A,C,B,Villa ortuzar,21736
1890,2018-09-20,02:19:00,20,Hombre,Barracas,A,B,B,B,B,B,C,C,B,C,C,A,C,Barracas,89452
1891,2018-09-20,02:19:00,20,Hombre,Barracas,A,B,B,B,B,B,C,C,B,C,C,A,C,Barracas,89452
